"id","title","path","class","tags","links","content","create_time","update_time"
"98358fc1-98ad-4f05-b1d6-fc22d7af49b1","2024-06-24","/Users/Shared/obsidian-storage/master/<9> void/2024-06-24.md","реализация","{""реализация""}","{""2024-06-24; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00""}","{""## Планы
### Tasks
```tasks
(due on or after 2024-06-24) AND (starts on or before 2024-06-24)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2024-06-24
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
Поспал три часа. Ужас просто"",""на самом деле. Еле встал с утра. Особо даже не поел.
Пришёл на смену к восьми. Приняли с [[человек.туркинбоев_диёрбек|Диором]] поставку - объяснил мне"",""что и где нужно принимать.
Потом отъехал сделать медкнижку. Врачи прям на отъебись работают. Много нерусских. Забавно"",""что лучше всех работают охранники"",""направляющие по кабинетам.
Забавно: одна из врачей сказала"",""что я очень красивый и спросила про национальность. Похоже"",""вопрос про национальнойсть у хачей какой-то классический. Начинает надоедать"",""на самом деле.
Диор на смене потом взбесил. Постоянно смотрит"",""что я и как делаю"",""что дичайше напрягает. Объяснений он не понял. У меня возникает ощущение"",""если честно"",""что я тупею рядом с ними. В напарницы бы мне на постоянку [[человек.асекова_чынара|Чынару]]"",""и я бы горя не знал.
К вечеру вымотался. Приехала [[человек.иванов_дмитрий|обезьяна]]. Радует то"",""что осталось пару дней его терпеть.
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name"",""\""сон.2024-06-24\"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name"",""\""мысль.2024-06-24\"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name"",""\""самоанализ.2024-06-24\"")
```
```dataview
LIST
WHERE contains(file.name"",""\""анализ.2024-06-24\"")
```""}","2024-06-24 00:00:00","2025-05-16 00:00:00"
"939493ae-3939-4454-b054-26bdd614bc9d","Netip","/Users/Shared/obsidian-storage/master/<9> void/go.конспект.пакеты.стандартные%.net%.netip.md","саморазвитие","{""саморазвитие""}","{""2024-04-12; 2025-05-16; go#Go; go.конспект.пакеты#Пакеты; go.конспект.пакеты.стандартные%.net#Net""}","{}","2024-04-12 00:00:00","2025-05-16 00:00:00"
"8461044a-a8ee-47b2-a58a-9c807bbcdba2","Второй","/Users/Shared/obsidian-storage/master/<9> void/сон.2024-01-21.<2>.md","духовность","{""духовность""}","{""2024-01-21; 2025-05-16; сон#Сон; 2024-01-21#2024-01-21; сон#Сон""}","{""[Сон:: [[сны.интересность%.неинтересные#Неинтересные|Неинтересный]]]
[Корневой персонаж:: [[сны.персонажи.корневые%.марат#Марат|Марат]]]
[Основной вектор:: [[сны.персонажи.состояния_персонажей.основные%.OOI#OOI|OOI]]]
[Дополнительный вектор:: [[сны.персонажи.состояния_персонажей.дополнительные%.OI#OI|OI]]]
[Основной вектор:: [[сны.персонажи.состояния_персонажей.основные%.OOO#OOO|OOO]]]
[Дополнительный вектор:: [[сны.персонажи.состояния_персонажей.дополнительные%.OI#OI|OI]]]
[Прообраз визуала:: [[сны.визуалы.неизвестный#Неизвестный|Неизвестный]]]
[Прообраз сюжета:: [[сны.сюжеты.неизвестный#Неизвестный|Неизвестный]]]
---
Командой приходим в какое-то административное здание. Я ещё новичок"",""так что многого не знаю. Сбор назначили в определённой части здания. Долго не мог понять"",""куда мне нужно идти. Нашёл нужный мне лифт. Спустился на нужный этаж и дошёл до комнаты сбора. Все были в другой униформе: я пришёл в рубашке"",""а все были в рабочей. Ушёл переодеваться. Набрёл на какой-то концертный зал. Там были какие-то актёрские пробы. Одной девушке (похожа на овечку киндред из LOL; по поведению скорее Титанда из Хёки) не хватало пары. Я вызвался помочь (хотя"",""скорее"",""она была настолько настырна"",""что я не смог отказать)""}","2024-01-21 00:00:00","2025-05-16 00:00:00"
"bda51ec6-a9ab-4544-b440-3358dfa646de","2024-08-27","/Users/Shared/obsidian-storage/master/<9> void/2024-08-27.md","реализация","{""реализация""}","{""2024-08-28; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00""}","{""## Планы
### Tasks
```tasks
(due on or after 2024-08-27) AND (starts on or before 2024-08-27)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2024-08-27
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
Позднова-то встал. Сходили с [[человек.пономарёв_артём_андреевич|Артёмом]] в Метрополис. Встретили [[человек.дьяченко_елизавета_александровна|Лизу]] и [[человек.пермяков_герман_алексеевич|Германа]]. Попробовал блинчики в Теремке - неплохо. Он купил себе планшет. Весь вечер и ночь игрался.
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name"",""\""сон.2024-08-27\"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name"",""\""мысль.2024-08-27\"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name"",""\""самоанализ.2024-08-27\"")
```
```dataview
LIST
WHERE contains(file.name"",""\""анализ.2024-08-27\"")
```""}","2024-08-28 00:00:00","2025-05-16 00:00:00"
"6117e2de-42a7-4c54-8745-ecd3d4665cd5","2024-04-30","/Users/Shared/obsidian-storage/master/<9> void/2024-04-30.md","реализация","{""реализация""}","{""2024-05-06; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00""}","{""```tasks
(due on or after 2024-04-30) AND (starts on or before 2024-04-30)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2024-04-30
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name"",""\""сон.2024-04-30\"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name"",""\""мысль.2024-04-30\"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name"",""\""самоанализ.2024-04-30\"")
```
```dataview
LIST
WHERE contains(file.name"",""\""анализ.2024-04-30\"")
```""}","2024-05-06 00:00:00","2025-05-16 00:00:00"
"998e8b17-d1e6-493c-a3ae-9e97e1b314c9","Первый","/Users/Shared/obsidian-storage/master/<9> void/сон.2023-03-20.<1>.md","духовность","{""духовность""}","{""2024-05-06; 2025-05-16; сон#Сон; 2023-03-20#2023-03-20; сон#Сон""}","{""Сняли с девочками целый бассейн"",""чтобы отдохнуть.
}""}","2024-05-06 00:00:00","2025-05-16 00:00:00"
"3dcf0f93-8926-43b1-9c2e-562413afc980","Unicode","/Users/Shared/obsidian-storage/master/<9> void/it.unicode.md","саморазвитие","{""саморазвитие""}","{""2024-04-13; 2025-05-16; it#It; it#It; it#It""}","{""Стандарт кодирования символов"",""включающий в себя знаки почти всех письменных языков мира.
[Сайт.](https://home.unicode.org)""}","2024-04-13 00:00:00","2025-05-16 00:00:00"
"5465e207-128d-46c4-b3dd-8600a80fdf3e","Третий","/Users/Shared/obsidian-storage/master/<9> void/сон.2024-06-13.<3>.md","духовность","{""духовность""}","{""2024-06-15; 2025-05-16; сон#Сон; 2024-06-13#2024-06-13; сон#Сон""}","{""Закупился с [[человек.пономарёв_артём_андреевич|Артёмом]] в Перекрёстке.""}","2024-06-15 00:00:00","2025-05-16 00:00:00"
"e73fbe0a-2abe-4a84-8195-47c30c280d6f","2025-04-30","/Users/Shared/obsidian-storage/master/<9> void/2025-04-30.md","реализация","{""реализация""}","{""2025-04-30; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00""}","{""## Планы
### Tasks
```tasks
(due on or after 2025-04-30) AND (starts on or before 2025-04-30)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2025-04-30
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
Ничего особенного"",""доделал [[дринкит.тб.ипр.видосы|задания с видосами]] [[дринкит.тб.ипр|ИПР]] на тренера. После немного посрались с [[человек.кузьмина_мария|Машей]]. Минимально поиграл в геншин"",""сходили с [[человек.пономарёв_артём_андреевич|Арти]] в кфц. И плюс минус всё.
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name"",""\""сон.2025-04-30\"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name"",""\""мысль.2025-04-30\"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name"",""\""самоанализ.2025-04-30\"")
```
```dataview
LIST
WHERE contains(file.name"",""\""анализ.2025-04-30\"")
```""}","2025-04-30 00:00:00","2025-05-16 00:00:00"
"6e331440-cf5c-4fe0-98a0-7d76bdea1c1e","Флегматик","/Users/Shared/obsidian-storage/master/<9> void/психология.темпераменты.флегматик.md","саморазвитие","{""саморазвитие""}","{""2024-01-17; 2025-05-16; психология#Психология; психология.темпераменты#Темпераменты; психология.темпераменты#Темпераменты""}","{}","2024-01-17 00:00:00","2025-05-16 00:00:00"
"77fffaf5-ced5-4bef-a032-985737a1ab45","Расчёской","/Users/Shared/obsidian-storage/master/<9> void/алгоритмы.сортировки.расчёской.md","саморазвитие","{""саморазвитие""}","{""2024-03-29; 2025-05-16; алгоритмы#Алгоритмы; алгоритмы.сортировки#Сортировки; алгоритмы.сортировки#Сортировки""}","{}","2024-03-29 00:00:00","2025-05-16 00:00:00"
"26d1f46f-5c22-40ac-99ee-9217d064882a","Первый","/Users/Shared/obsidian-storage/master/<9> void/сон.2022-12-03.<1>.md","духовность","{""духовность""}","{""2024-02-06; 2025-05-16; сон#Сон; 2022-12-03#2022-12-03; сон#Сон""}","{""[Сон:: [[сны.интересность%.неинтересные#Неинтересные|Неинтересный]]]
[Корневой персонаж:: [[сны.персонажи.корневые%.марат#Марат|Марат]]]
[Основной вектор:: [[сны.персонажи.состояния_персонажей.основные%.IIO#IIO|IIO]]]
[Дополнительный вектор:: [[сны.персонажи.состояния_персонажей.дополнительные%.IO#IO|IO]]]
[Прообраз визуала:: [[сны.визуалы.неизвестный#Неизвестный|Неизвестный]]]
[Прообраз сюжета:: [[сны.сюжеты.неизвестный#Неизвестный|Неизвестный]]]
---
Каминский
Смутно. Но помню"",""что гулял. Дошёл до места с небом: всё небо в облаках по сюжету"",""и только в одном месте с особого ракурса видно небо - участок около частного дома в поле. Оно было невероятно красивым. Столько звёзд"",""такая яркость. Было видно млечный путь. Потом на меня напали собаки хозяйки. Сначала она держала их на поводке"",""а потом она пропала"",""а собаки оказались привязаны к столбу около дома. Как будто сама реальность в этот момент изменилась. После этого приехал к бабушке"",""«поплавал» в воздухе.
Странный сон. Этот образ снится далеко не в первый раз. Точно помню"",""что место с небом уже снилось не раз. Да и приезд кажется сильно знакомым.
![[telegram-cloud-photo-size-2-5215586479722578799-y.jpg]]""}","2024-02-06 00:00:00","2025-05-16 00:00:00"
"3fd070a2-e577-423f-89b4-656d3f9f7eb4","Первый","/Users/Shared/obsidian-storage/master/<9> void/сон.2022-09-10.<1>.md","духовность","{""духовность""}","{""2024-01-27; 2025-05-16; сон#Сон; 2022-09-10#2022-09-10; сон#Сон""}","{""[Сон:: [[сны.интересность%.неинтересные#Неинтересные|Неинтересный]]]
[Корневой персонаж:: [[сны.персонажи.корневые%.марат#Марат|Марат]]]
[Основной вектор:: [[сны.персонажи.состояния_персонажей.основные%.OIO#OIO|OIO]]]
[Дополнительный вектор:: [[сны.персонажи.состояния_персонажей.дополнительные%.II#II|II]]]
[Прообраз визуала:: [[сны.визуалы.неизвестный#Неизвестный|Неизвестный]]]
[Прообраз сюжета:: [[сны.сюжеты.неизвестный#Неизвестный|Неизвестный]]]
---
Был бесячий парень - [[человек.биский_артём|Биский]]. Кирилл был"",""ключ был"",""поездка""}","2024-01-27 00:00:00","2025-05-16 00:00:00"
"e2042ad8-e81d-4755-b54a-e538bb7a80af","Введение В Obsidian","/Users/Shared/obsidian-storage/master/<9> void/obsidian.введение_в_obsidian.md","личное","{""личное""}","{""2024-01-25; 2025-05-16; obsidian#Obsidian; obsidian#Obsidian; obsidian#Obsidian""}","{""## ![[obsidian.введение_в_obsidian.структура_хранилища#Структура хранилища|Структура хранилища]]
## ![[obsidian.введение_в_obsidian.синтаксис#Синтаксис|Синтаксис]]
## ![[obsidian.введение_в_obsidian.плагины#Плагины|Плагины]]
## ![[obsidian.введение_в_obsidian.ведение_заметок#Ведение заметок|Ведение заметок]]
## ![[obsidian.введение_в_obsidian.типы_заметок#Типы заметок|Типы заметок]]""}","2024-01-25 00:00:00","2025-05-16 00:00:00"
"a859de99-26b6-4eb9-a43c-93b8ab9af208","Третий","/Users/Shared/obsidian-storage/master/<9> void/сон.2023-01-09.<3>.md","духовность","{""духовность""}","{""2024-02-21; 2025-05-16; сон#Сон; 2023-01-09#2023-01-09; сон#Сон""}","{""[Сон:: [[drems.Интересные#Интересные|Интересный]]]
[Корневой персонаж:: [[сны.персонажи.корневые%.марат#Марат|Марат]]]
[Основной вектор:: [[сны.персонажи.состояния_персонажей.основные%.OII#OII|OII]]]
[Дополнительный вектор:: [[сны.персонажи.состояния_персонажей.дополнительные%.OO#OO|OO]]]
[Прообраз визуала:: [[сны.визуалы.неизвестный#Неизвестный|Неизвестный]]]
[Прообраз сюжета:: [[сны.сюжеты.неизвестный#Неизвестный|Неизвестный]]]
---
Древнее здание в английском стиле"",""в лианах
Вследствие каких-то событие в ходе службы в организации становлюсь полупризраком каким-то. По вайбу воспринимал себя примерно как Джек из Хранителей Снов. Мог становиться невоспринимаемым для людей"",""летать"",""проходить сквозь стены.
Летал по больнице. Увидел девочку лет пяти"",""что потерялась. Помог ей найти маму.
После этого полетел к какому-то заброшенному парку аттракционов"",""где когда-то был в детстве:
Мне снился когда-то давно сон"",""где этот парк в рассвете \""сил\"""",""и мы гуляем там с мамой. Нотки ностальгии с каплей горя по прошлому.
Встречаю какую-то семью"",""которые меня почему-то видят. Прекрасно проводим время в заброшенном парке.""}","2024-02-21 00:00:00","2025-05-16 00:00:00"
"91d59050-9bca-446e-9007-e236b5c675ee","2022-10-02","/Users/Shared/obsidian-storage/master/<9> void/2022-10-02.md","реализация","{""реализация""}","{""2024-04-01; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00""}","{""## Планы
```tasks
(due on or after 2022-10-02) AND (starts on or before 2022-10-02)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2022-10-02
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name"",""\""сон.2022-10-02\"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name"",""\""мысль.2022-10-02\"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name"",""\""самоанализ.2022-10-02\"")
```
```dataview
LIST
WHERE contains(analy.name"",""\""анализ.2022-10-02\"")
```""}","2024-04-01 00:00:00","2025-05-16 00:00:00"
"75848234-5765-460d-b148-22536b508e8e","2022-12-16","/Users/Shared/obsidian-storage/master/<9> void/2022-12-16.md","реализация","{""реализация""}","{""2024-04-01; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00""}","{""## Планы
```tasks
(due on or after 2022-12-16) AND (starts on or before 2022-12-16)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2022-12-16
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name"",""\""сон.2022-12-16\"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name"",""\""мысль.2022-12-16\"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name"",""\""самоанализ.2022-12-16\"")
```
```dataview
LIST
WHERE contains(analy.name"",""\""анализ.2022-12-16\"")
```""}","2024-04-01 00:00:00","2025-05-16 00:00:00"
"6c4a095a-9013-4f3e-b22d-9dd7ff1cbfbc","Jpeg","/Users/Shared/obsidian-storage/master/<9> void/go.конспект.пакеты.стандартные%.image%.jpeg.md","саморазвитие","{""саморазвитие""}","{""2024-04-12; 2025-05-16; go#Go; go.конспект.пакеты#Пакеты; go.конспект.пакеты.стандартные%.image#Image""}","{}","2024-04-12 00:00:00","2025-05-16 00:00:00"
"9e715ec4-d315-426f-9a3a-5f0bc0543575","Второй","/Users/Shared/obsidian-storage/master/<9> void/сон.2023-11-06.<2>.md","духовность","{""духовность""}","{""2024-05-10; 2025-05-16; сон#Сон; 2023-11-06#2023-11-06; сон#Сон""}","{""#Персонаж_Марат - гг"",""20 лет
#OOI #OI
Играю в новую часть FNAF. Не могу выйти из игры""}","2024-05-10 00:00:00","2025-05-16 00:00:00"
"c319c242-77e0-4a44-8d05-57a046b7af23","2023-12-16","/Users/Shared/obsidian-storage/master/<9> void/2023-12-16.md","реализация","{""реализация""}","{""2024-04-01; 2025-05-16; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00; 0000-00-00#0000-00-00""}","{""## Планы
```tasks
(due on or after 2023-12-16) AND (starts on or before 2023-12-16)
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
```tasks
starts on or before 2023-12-16
priority is below none
not done
hide recurrence rule
hide created date
hide start date
hide backlink
hide due date
hide edit button
hide postpone button
```
## События
## Расходы
[потрачено:: 0]
## Сны
```dataview
LIST
WHERE contains(file.name"",""\""сон.2023-12-16\"")
```
## Мысли
```dataview
LIST
WHERE contains(file.name"",""\""мысль.2023-12-16\"")
```
## Анализ
```dataview
LIST
WHERE contains(file.name"",""\""самоанализ.2023-12-16\"")
```
```dataview
LIST
WHERE contains(analy.name"",""\""анализ.2023-12-16\"")
```""}","2024-04-01 00:00:00","2025-05-16 00:00:00"
